County,Number of Returns,Single Returns,Joint Returns,Elderly Returns,Total Income Amount,Returns w/ Uunemployment Compensation,Unemployment Compensation Amount
Grays Harbor County,31250.0,14400.0,12190.0,10160.0,1620713.0,1760.0,8635.0
Grayson County,75300.0,31440.0,31770.0,20070.0,4118787.0,2220.0,8903.0
Greeley County,1640.0,720.0,800.0,610.0,64097.0,0.0,0.0
Green County,23360.0,10750.0,10300.0,6860.0,1332454.0,840.0,2819.0
Green Lake County,9550.0,4600.0,4050.0,3220.0,511751.0,440.0,1597.0
Greenbrier County,14990.0,6680.0,6240.0,4750.0,697179.0,940.0,2621.0
Greene County,351240.0,161110.0,138520.0,96490.0,20699725.0,9600.0,34838.0
Greenlee County,3500.0,1320.0,1510.0,700.0,194252.0,40.0,133.0
Greensville County,3630.0,1580.0,1050.0,980.0,149665.0,100.0,297.0
Greenup County,14740.0,5590.0,7030.0,4120.0,806478.0,770.0,4292.0
Greenville County,231490.0,102790.0,89760.0,54160.0,15862995.0,3540.0,12100.0
Greenwood County,32240.0,13130.0,11010.0,8610.0,1564155.0,630.0,1850.0
Greer County,1760.0,650.0,770.0,560.0,75144.0,40.0,175.0
Gregg County,55230.0,23680.0,20220.0,13470.0,3101644.0,1790.0,8599.0
Gregory County,2050.0,930.0,930.0,750.0,96272.0,20.0,120.0
Grenada County,9410.0,3730.0,2880.0,2070.0,418378.0,190.0,542.0
Griggs County,1140.0,530.0,520.0,470.0,66034.0,30.0,126.0
Grimes County,11880.0,4990.0,4630.0,3150.0,617733.0,390.0,1472.0
Grundy County,41060.0,18090.0,17760.0,10570.0,2588859.0,2170.0,11984.0
Guadalupe County,77610.0,33150.0,32670.0,16810.0,4701328.0,1560.0,7655.0
Guernsey County,18070.0,8330.0,6610.0,4880.0,863682.0,890.0,3957.0
Guilford County,240720.0,112450.0,79420.0,56160.0,15373003.0,4030.0,11117.0
Gulf County,5840.0,2440.0,2370.0,2000.0,327272.0,70.0,268.0
Gunnison County,8160.0,4600.0,2900.0,1820.0,523250.0,210.0,910.0
Guthrie County,5060.0,2150.0,2420.0,1740.0,319738.0,220.0,1109.0
Gwinnett County,420010.0,182580.0,150350.0,72380.0,25613991.0,8090.0,25050.0
Haakon County,980.0,430.0,490.0,360.0,47771.0,0.0,0.0
Habersham County,18310.0,7350.0,7990.0,4840.0,936741.0,550.0,757.0
Haines Borough,1310.0,700.0,480.0,430.0,78263.0,250.0,523.0
Hale County,19440.0,7820.0,6640.0,4330.0,793473.0,530.0,1767.0
Halifax County,36000.0,15090.0,10810.0,9820.0,1527780.0,920.0,2486.0
Hall County,119810.0,51500.0,46500.0,27320.0,7265945.0,2860.0,6870.0
Hamblen County,26960.0,11440.0,10560.0,6380.0,1273776.0,430.0,1373.0
Hamilton County,756150.0,362570.0,264390.0,183420.0,60559584.0,13720.0,59067.0
Hamlin County,2700.0,1180.0,1300.0,720.0,153393.0,60.0,248.0
Hampden County,221670.0,113560.0,67050.0,55140.0,13389445.0,13220.0,77684.0
Hampshire County,82370.0,43190.0,30820.0,26060.0,5743423.0,3450.0,20937.0
Hampton County,7860.0,3310.0,2210.0,1880.0,319838.0,120.0,395.0
Hampton city,64360.0,31650.0,18360.0,15310.0,3076728.0,1490.0,5164.0
Hancock County,158590.0,71730.0,64630.0,47100.0,9307381.0,4660.0,17983.0
Hand County,1590.0,750.0,760.0,570.0,88269.0,0.0,0.0
Hanover County,53370.0,23090.0,24120.0,15140.0,4320737.0,870.0,3529.0
Hansford County,2320.0,870.0,1190.0,570.0,126868.0,20.0,112.0
Hanson County,1980.0,730.0,1140.0,890.0,116882.0,50.0,206.0
Haralson County,11640.0,4370.0,5140.0,2540.0,581732.0,230.0,509.0
Hardee County,10080.0,3830.0,3610.0,2140.0,422382.0,170.0,443.0
Hardeman County,11380.0,4820.0,3580.0,3020.0,431815.0,200.0,732.0
Hardin County,106850.0,44710.0,45340.0,27000.0,5865844.0,4370.0,15792.0
Harding County,910.0,430.0,450.0,370.0,47046.0,0.0,0.0
Hardy County,6570.0,3000.0,2640.0,1880.0,269998.0,340.0,980.0
Harford County,128040.0,58820.0,51460.0,32490.0,9816220.0,3860.0,17080.0
Harlan County,10170.0,3810.0,4620.0,2450.0,394999.0,270.0,972.0
Harmon County,940.0,310.0,470.0,290.0,35211.0,0.0,0.0
Harnett County,52200.0,19600.0,21720.0,9690.0,2553323.0,870.0,2522.0
Harney County,3010.0,1260.0,1430.0,1040.0,121746.0,210.0,1005.0
Harper County,4020.0,1660.0,1860.0,1410.0,175008.0,80.0,285.0
Harris County,2071670.0,962150.0,697510.0,369350.0,165498293.0,79880.0,405578.0
Harrison County,189970.0,81650.0,72180.0,48500.0,9894158.0,5120.0,19383.0
Harrisonburg city,17940.0,9690.0,5280.0,3480.0,841232.0,230.0,699.0
Hart County,17920.0,7170.0,7790.0,4840.0,812608.0,490.0,1125.0
Hartford County,448640.0,227330.0,148690.0,115490.0,35508739.0,20200.0,122882.0
Hartley County,1750.0,660.0,910.0,420.0,103214.0,0.0,0.0
Harvey County,15590.0,6570.0,7140.0,4940.0,863324.0,760.0,1939.0
Haskell County,8270.0,3080.0,3970.0,2400.0,302863.0,190.0,951.0
Hawaii,692750.0,352480.0,249400.0,195650.0,46034772.0,21320.0,129526.0
Hawaii County,89670.0,44100.0,32220.0,29070.0,5084583.0,3580.0,19809.0
Hawkins County,23470.0,9360.0,10450.0,6210.0,1055854.0,370.0,1352.0
Hayes County,400.0,150.0,230.0,150.0,7371.0,0.0,0.0
Hays County,96620.0,46950.0,37180.0,19750.0,6830654.0,1900.0,9790.0
Haywood County,36420.0,16010.0,14310.0,11260.0,1719051.0,510.0,1466.0
Heard County,4280.0,1680.0,1710.0,900.0,191041.0,130.0,230.0
Hemphill County,1630.0,570.0,860.0,430.0,118630.0,0.0,0.0
Hempstead County,8350.0,3120.0,2920.0,1920.0,327545.0,220.0,637.0
Henderson County,123000.0,52450.0,52320.0,39170.0,6568778.0,2360.0,9769.0
Hendricks County,80090.0,34390.0,35710.0,19640.0,5649582.0,1070.0,4584.0
Hendry County,16490.0,7370.0,4850.0,2920.0,720471.0,610.0,1702.0
Hennepin County,642900.0,352780.0,215990.0,147780.0,62504271.0,18810.0,112060.0
Henrico County,163400.0,79860.0,55290.0,39900.0,12530410.0,3200.0,12226.0
Henry County,232620.0,99390.0,86820.0,58160.0,12134992.0,6970.0,24293.0
Herkimer County,28090.0,13590.0,10650.0,7970.0,1440468.0,1670.0,6867.0
Hernando County,84400.0,37150.0,33720.0,29950.0,4003812.0,1070.0,4027.0
Hertford County,8270.0,3400.0,2360.0,2240.0,348791.0,150.0,375.0
Hettinger County,1160.0,500.0,570.0,420.0,68153.0,30.0,133.0
Hickman County,11630.0,4790.0,4950.0,2840.0,516007.0,240.0,984.0
Hickory County,3610.0,1430.0,1770.0,1520.0,126678.0,120.0,377.0
Hidalgo County,324850.0,139070.0,98850.0,44720.0,12580806.0,21700.0,111359.0
Highland County,19570.0,8150.0,7660.0,5250.0,838329.0,610.0,2669.0
Highlands County,43160.0,18030.0,17160.0,17370.0,1909753.0,630.0,1737.0
Hill County,22820.0,9750.0,9360.0,6420.0,1129375.0,580.0,2515.0
Hillsborough County,893730.0,439170.0,295630.0,187320.0,63989697.0,14640.0,62168.0
Hillsdale County,19870.0,8720.0,8750.0,6020.0,940193.0,890.0,2733.0
Hinds County,103600.0,49030.0,21340.0,21860.0,4901418.0,1790.0,5224.0
Hinsdale County,390.0,160.0,190.0,180.0,24181.0,0.0,0.0
Hitchcock County,1260.0,550.0,610.0,460.0,51837.0,30.0,67.0
Hocking County,12520.0,5370.0,4930.0,3270.0,576430.0,500.0,2214.0
Hockley County,9380.0,3800.0,4000.0,2150.0,509551.0,180.0,864.0
Hodgeman County,850.0,370.0,430.0,330.0,42146.0,0.0,0.0
Hoke County,20590.0,7350.0,7590.0,3050.0,873278.0,350.0,997.0
Holmes County,31720.0,13720.0,12090.0,6830.0,1449558.0,560.0,1743.0
Holt County,7150.0,3060.0,3430.0,2420.0,318225.0,150.0,462.0
Honolulu County,485370.0,248120.0,177270.0,133200.0,33596305.0,13430.0,82126.0
Hood County,27190.0,10600.0,13490.0,10010.0,1979398.0,610.0,3442.0
Hood River County,12120.0,5640.0,4830.0,3040.0,826663.0,760.0,2841.0
Hooker County,360.0,160.0,180.0,160.0,14874.0,0.0,0.0
Hoonah-Angoon Census,1010.0,520.0,380.0,340.0,51926.0,240.0,608.0
Hopewell city,10570.0,5070.0,2460.0,2380.0,412068.0,320.0,1022.0
Hopkins County,34620.0,14010.0,15160.0,9040.0,1770913.0,910.0,3381.0
Horry County,161540.0,75480.0,60600.0,54870.0,8115120.0,4190.0,14750.0
Hot Spring County,12380.0,4700.0,5420.0,3260.0,565109.0,390.0,1313.0
Hot Springs County,2150.0,970.0,970.0,840.0,99763.0,60.0,269.0
Houghton County,14930.0,7690.0,5920.0,4400.0,743721.0,750.0,2939.0
Houston County,135260.0,55940.0,50790.0,33110.0,7438636.0,3010.0,9967.0
Howard County,228660.0,101670.0,95270.0,57190.0,21218442.0,5320.0,21891.0
Howell County,15930.0,6260.0,7450.0,4490.0,681645.0,690.0,2713.0
Hubbard County,9720.0,4100.0,4630.0,3410.0,537133.0,670.0,3606.0
Hudson County,338460.0,183010.0,89380.0,49780.0,24811464.0,14380.0,90489.0
Hudspeth County,2110.0,800.0,870.0,360.0,86696.0,60.0,281.0
Huerfano County,2780.0,1250.0,1220.0,1210.0,124235.0,120.0,475.0
Hughes County,13550.0,6130.0,5450.0,3820.0,740235.0,300.0,1152.0
Humboldt County,69400.0,35530.0,24520.0,19660.0,3887411.0,3380.0,14958.0
Humphreys County,11300.0,4570.0,4120.0,2950.0,501202.0,250.0,870.0
Hunt County,40380.0,16720.0,16800.0,9460.0,2114985.0,890.0,4296.0
Hunterdon County,65340.0,30660.0,29430.0,19940.0,8189807.0,2830.0,20741.0
Huntingdon County,19240.0,8650.0,8500.0,6030.0,959268.0,2010.0,8727.0
Huntington County,17830.0,8170.0,7570.0,5270.0,895158.0,560.0,1423.0
Huron County,45410.0,21140.0,17240.0,13740.0,2226053.0,2860.0,10936.0
Hutchinson County,12120.0,5010.0,5640.0,3560.0,688867.0,380.0,2101.0
Hyde County,2670.0,1220.0,970.0,890.0,117126.0,110.0,266.0
Iberia Parish,30120.0,12520.0,9750.0,6760.0,1516614.0,980.0,3086.0
Iberville Parish,13380.0,5600.0,3700.0,3220.0,790336.0,370.0,1104.0
Ida County,3300.0,1470.0,1510.0,1090.0,213462.0,120.0,592.0
Idaho,763830.0,329100.0,347340.0,198870.0,45606126.0,31170.0,108993.0
Idaho County,6430.0,2630.0,3210.0,2560.0,300988.0,370.0,1224.0
Illinois,6129170.0,2976860.0,2147520.0,1478650.0,462134914.0,240400.0,1375704.0
Imperial County,80120.0,30110.0,30460.0,13920.0,3379252.0,17970.0,91119.0
Independence County,14920.0,5840.0,6470.0,3610.0,731596.0,650.0,1998.0
Indian River County,78050.0,35930.0,31410.0,33130.0,7716585.0,1110.0,3923.0
Indiana,3135240.0,1475120.0,1186990.0,810650.0,187639521.0,55980.0,216780.0
Indiana County,35740.0,16650.0,15640.0,11490.0,1912567.0,2810.0,12858.0
Ingham County,125800.0,66760.0,41290.0,32450.0,7489486.0,5100.0,16141.0
Inyo County,8530.0,4130.0,3220.0,2910.0,510976.0,470.0,2134.0
Ionia County,27790.0,12490.0,11890.0,7170.0,1422922.0,1300.0,3482.0
Iosco County,12050.0,5680.0,5050.0,4950.0,515280.0,760.0,2765.0
Iowa,1457690.0,679000.0,605020.0,394460.0,93951413.0,71380.0,307276.0
Iowa County,20140.0,9280.0,9050.0,6070.0,1182896.0,1080.0,3999.0
Iredell County,82600.0,35460.0,34410.0,19230.0,5890767.0,1380.0,4071.0
Irion County,730.0,280.0,360.0,240.0,67398.0,0.0,0.0
Iron County,32820.0,14060.0,15240.0,9290.0,1531653.0,1250.0,5003.0
Iroquois County,13330.0,6100.0,5570.0,4260.0,698285.0,600.0,3225.0
Irwin County,3570.0,1380.0,1310.0,860.0,142151.0,110.0,245.0
Isabella County,26670.0,13860.0,9740.0,6900.0,1397641.0,1030.0,3771.0
Isanti County,19610.0,9220.0,8080.0,4850.0,1153861.0,1250.0,6813.0
Island County,41790.0,18420.0,19920.0,15660.0,2997195.0,1220.0,6779.0
Isle of Wight County,18120.0,7320.0,8130.0,5170.0,1265730.0,330.0,1375.0
Issaquena County,420.0,150.0,130.0,110.0,15840.0,20.0,59.0
Itasca County,20750.0,9330.0,9260.0,7080.0,1184982.0,1900.0,12603.0
Itawamba County,9300.0,3530.0,4060.0,2010.0,425584.0,140.0,365.0
Izard County,4750.0,1780.0,2350.0,1620.0,197979.0,270.0,1161.0
Jack County,3300.0,1280.0,1550.0,940.0,163685.0,70.0,374.0
Jackson County,789290.0,373580.0,281860.0,205470.0,43413077.0,28730.0,99716.0
Jackson Parish,6020.0,2220.0,2470.0,1700.0,293468.0,130.0,549.0
James City County,37850.0,15660.0,17920.0,14160.0,3612877.0,600.0,2265.0
Jasper County,127520.0,54100.0,51550.0,33240.0,6438869.0,4180.0,15970.0
Jay County,9350.0,4180.0,3980.0,2730.0,395110.0,160.0,563.0
Jeff Davis County,6420.0,2430.0,2540.0,1500.0,282333.0,270.0,515.0
Jefferson County,1515380.0,722530.0,534050.0,381300.0,101490033.0,47280.0,190722.0
Jefferson Davis Coun,4930.0,2170.0,1210.0,1120.0,172432.0,160.0,459.0
Jefferson Davis Pari,13290.0,5390.0,5170.0,2980.0,668481.0,280.0,962.0
Jefferson Parish,202610.0,97910.0,59300.0,50630.0,11989491.0,4090.0,12966.0
Jenkins County,2980.0,1190.0,860.0,700.0,110362.0,110.0,210.0
Jennings County,12940.0,5780.0,5090.0,3240.0,574713.0,260.0,1031.0
Jerauld County,870.0,380.0,410.0,330.0,37979.0,0.0,0.0
Jerome County,9520.0,3650.0,4340.0,2020.0,401196.0,380.0,1162.0
Jersey County,10080.0,4430.0,4520.0,3030.0,573352.0,490.0,2456.0
Jessamine County,22610.0,9490.0,9690.0,5450.0,1488861.0,490.0,1991.0
Jewell County,1440.0,680.0,670.0,640.0,62683.0,30.0,64.0
Jim Hogg County,1980.0,780.0,590.0,450.0,76108.0,90.0,317.0
Jim Wells County,16970.0,6820.0,5640.0,3530.0,788400.0,810.0,3642.0
Jo Daviess County,11780.0,5750.0,5000.0,4410.0,682324.0,580.0,3069.0
Johnson County,569140.0,258920.0,243350.0,139110.0,46371415.0,13530.0,56303.0
Johnston County,90920.0,35920.0,38270.0,18900.0,5166945.0,1340.0,4114.0
Jones County,58650.0,23190.0,23170.0,15400.0,2920758.0,1360.0,5080.0
Josephine County,37650.0,17300.0,15570.0,13620.0,2045532.0,1860.0,8216.0
Juab County,4540.0,1720.0,2380.0,910.0,240459.0,150.0,583.0
Judith Basin County,930.0,430.0,440.0,390.0,40002.0,30.0,190.0
Juneau City and Boro,16750.0,8920.0,5950.0,3910.0,1291663.0,3360.0,5601.0
Juneau County,12530.0,6100.0,5000.0,3820.0,586952.0,520.0,1704.0
Juniata County,11360.0,5130.0,5190.0,3290.0,559949.0,920.0,3868.0
Kalamazoo County,122020.0,62070.0,44140.0,32010.0,8112632.0,3490.0,11946.0
Kalkaska County,8430.0,3840.0,3480.0,2580.0,372301.0,610.0,2191.0
Kanabec County,7490.0,3460.0,3160.0,2300.0,372626.0,740.0,5171.0
Kanawha County,82830.0,39590.0,30330.0,25350.0,4737250.0,3150.0,12752.0
Kandiyohi County,21310.0,9940.0,8840.0,6200.0,1278777.0,900.0,4922.0
Kane County,252890.0,113510.0,98640.0,56780.0,19161056.0,11080.0,69162.0
Kankakee County,50240.0,23120.0,17650.0,12710.0,2831572.0,2440.0,13616.0
Kansas,1332440.0,611050.0,544940.0,358390.0,86998949.0,34700.0,118862.0
Karnes County,5650.0,2420.0,2090.0,1550.0,511490.0,120.0,499.0
Kauai County,35830.0,18170.0,12560.0,10940.0,2238024.0,1190.0,6455.0
Kaufman County,58190.0,22870.0,24630.0,11470.0,3492413.0,1410.0,6881.0
Kay County,18460.0,7840.0,7490.0,5390.0,962131.0,600.0,2786.0
Kearney County,3090.0,1330.0,1440.0,920.0,186294.0,40.0,113.0
Kearny County,1810.0,740.0,810.0,470.0,95411.0,0.0,0.0
Keith County,3920.0,1710.0,1800.0,1330.0,192538.0,70.0,259.0
Kemper County,3740.0,1610.0,920.0,960.0,131939.0,120.0,334.0
Kenai Peninsula Boro,28360.0,13610.0,11870.0,8320.0,1866502.0,5840.0,13037.0
Kendall County,81510.0,34120.0,37150.0,17970.0,6980419.0,2890.0,17542.0
Kenedy County,150.0,70.0,50.0,30.0,6548.0,0.0,0.0
Kennebec County,58900.0,28600.0,22820.0,17200.0,3169986.0,1560.0,6742.0
Kenosha County,82570.0,41900.0,29590.0,19180.0,4895106.0,3000.0,13366.0
Kent County,494900.0,247630.0,180210.0,120250.0,33443259.0,18380.0,68569.0
Kenton County,79050.0,39110.0,27880.0,17440.0,5752744.0,2080.0,8841.0
Kentucky,1919800.0,858240.0,753020.0,453190.0,109057797.0,62830.0,248095.0
Keokuk County,4520.0,1890.0,2110.0,1470.0,218846.0,290.0,1387.0
Kern County,341360.0,145120.0,124700.0,63040.0,18306870.0,39140.0,192096.0
Kerr County,24950.0,11200.0,10510.0,9930.0,1594663.0,280.0,1334.0
Kershaw County,28740.0,11890.0,11160.0,7440.0,1489627.0,530.0,1781.0
Ketchikan Gateway Bo,7180.0,3710.0,2530.0,1790.0,463933.0,1410.0,2677.0
Kewaunee County,10160.0,4700.0,4590.0,2960.0,574287.0,430.0,1493.0
Keweenaw County,1050.0,470.0,470.0,480.0,53795.0,80.0,324.0
Keya Paha County,370.0,160.0,210.0,150.0,14146.0,0.0,0.0
Kidder County,1150.0,490.0,590.0,410.0,54016.0,60.0,332.0
Kimball County,1620.0,720.0,700.0,560.0,70525.0,20.0,112.0
Kimble County,2050.0,880.0,900.0,800.0,98833.0,20.0,157.0
King County,1112420.0,592370.0,411210.0,232990.0,134164979.0,36010.0,237851.0
King George County,11990.0,5020.0,5160.0,2660.0,889725.0,220.0,838.0
King William County,8470.0,3610.0,3610.0,2130.0,497106.0,150.0,547.0
King and Queen Count,3260.0,1480.0,1220.0,980.0,165047.0,50.0,189.0
Kingfisher County,6890.0,2760.0,3290.0,1860.0,576975.0,100.0,473.0
Kingman County,3540.0,1550.0,1650.0,1190.0,172785.0,70.0,284.0
Kings County,1301300.0,686400.0,324760.0,223870.0,79897116.0,39330.0,202468.0
Kingsbury County,2580.0,1150.0,1220.0,860.0,138265.0,40.0,114.0
Kinney County,1300.0,510.0,590.0,500.0,64163.0,40.0,183.0
Kiowa County,5050.0,2050.0,2390.0,1640.0,211042.0,90.0,685.0
Kit Carson County,3260.0,1390.0,1470.0,990.0,121097.0,50.0,190.0
Kitsap County,128600.0,59410.0,56120.0,37670.0,9960139.0,3850.0,21768.0
Kittitas County,19740.0,10030.0,8040.0,5550.0,1237076.0,860.0,4231.0
Kittson County,2160.0,1050.0,970.0,800.0,125270.0,140.0,535.0
Klamath County,28690.0,12610.0,11750.0,8850.0,1387237.0,2020.0,7913.0
Kleberg County,13070.0,5970.0,4320.0,2720.0,626667.0,450.0,2056.0
Klickitat County,10270.0,4410.0,4680.0,3530.0,707327.0,560.0,2673.0
Knott County,4750.0,1690.0,2110.0,1080.0,196157.0,180.0,650.0
Knox County,315970.0,146890.0,124850.0,83790.0,20544336.0,5700.0,23671.0
Kodiak Island Boroug,6760.0,3350.0,2470.0,1450.0,424206.0,1290.0,2304.0
Koochiching County,6060.0,3000.0,2400.0,2130.0,295290.0,470.0,2245.0
Kootenai County,77160.0,34300.0,34460.0,22740.0,4669320.0,3990.0,16305.0
Kosciusko County,38940.0,17820.0,16310.0,10370.0,2350448.0,410.0,1259.0
Kossuth County,7390.0,3400.0,3350.0,2540.0,431809.0,260.0,1051.0
Kusilvak Census Area,3050.0,1610.0,630.0,310.0,70271.0,880.0,1947.0
La Crosse County,56770.0,30160.0,21690.0,15280.0,3654569.0,1780.0,6789.0
La Paz County,6640.0,2850.0,2270.0,2440.0,255908.0,180.0,774.0
La Plata County,27220.0,13920.0,10530.0,7830.0,2043764.0,630.0,3093.0
La Salle County,2510.0,1100.0,700.0,480.0,192633.0,90.0,427.0
LaGrange County,17540.0,8020.0,8180.0,3970.0,985534.0,140.0,435.0
LaMoure County,1950.0,880.0,950.0,760.0,114717.0,40.0,259.0
LaPorte County,51620.0,24770.0,18470.0,14540.0,2736637.0,1160.0,4249.0
LaSalle County,54100.0,26310.0,20730.0,15630.0,3049097.0,3290.0,18255.0
LaSalle Parish,5140.0,1780.0,2480.0,1260.0,281241.0,140.0,514.0
Labette County,9110.0,4050.0,3710.0,2790.0,394840.0,350.0,1109.0
Lac qui Parle County,3300.0,1490.0,1560.0,1240.0,195605.0,120.0,654.0
Lackawanna County,103130.0,53280.0,35580.0,28930.0,5702169.0,6090.0,28196.0
Laclede County,15370.0,6350.0,6850.0,4050.0,629186.0,1100.0,1636.0
Lafayette County,48500.0,21810.0,19420.0,12780.0,2793206.0,1310.0,3827.0
Lafayette Parish,106120.0,48380.0,36380.0,22640.0,7155371.0,2190.0,6962.0
Lafourche Parish,39590.0,15650.0,16350.0,8590.0,1721286.0,830.0,2395.0
Lake County,932460.0,430380.0,352570.0,260870.0,71775442.0,30230.0,160138.0
Lake and Peninsula B,690.0,390.0,210.0,130.0,28598.0,180.0,421.0
Lake of the Woods Co,1990.0,960.0,840.0,680.0,100447.0,150.0,706.0
Lamar County,58670.0,23150.0,24210.0,13930.0,3156800.0,1460.0,4733.0
Lamb County,5310.0,2070.0,2240.0,1300.0,222981.0,140.0,750.0
Lamoille County,13700.0,7390.0,4820.0,3710.0,915804.0,870.0,3435.0
Lampasas County,9350.0,3690.0,4410.0,2870.0,513886.0,250.0,1022.0
Lancaster County,460450.0,221050.0,185780.0,123610.0,29683312.0,15070.0,62561.0
Lander County,2430.0,1030.0,1060.0,560.0,165860.0,90.0,443.0
Lane County,171960.0,87730.0,63390.0,51060.0,10640199.0,7800.0,35910.0
Langlade County,9650.0,4510.0,4200.0,3330.0,465819.0,490.0,1781.0
Lanier County,3350.0,1220.0,1290.0,580.0,128306.0,60.0,131.0
Lapeer County,43020.0,19380.0,19330.0,12880.0,2471287.0,2840.0,9470.0
Laramie County,48290.0,22940.0,19280.0,12600.0,3093620.0,1670.0,7070.0
Larimer County,169860.0,86770.0,67600.0,43900.0,13090075.0,3870.0,18908.0
Larue County,6220.0,2540.0,2710.0,1600.0,279399.0,200.0,592.0
Las Animas County,6090.0,2790.0,2340.0,2110.0,274205.0,180.0,788.0
Lassen County,9900.0,4210.0,4190.0,2810.0,560791.0,670.0,3183.0
Latah County,16360.0,8210.0,6860.0,4110.0,937089.0,510.0,1776.0
Latimer County,3960.0,1440.0,1820.0,1090.0,171336.0,150.0,633.0
Lauderdale County,78590.0,33180.0,29100.0,20650.0,4089634.0,2050.0,6888.0
Laurel County,23800.0,9180.0,10280.0,4870.0,1084948.0,850.0,3231.0
Laurens County,47120.0,18990.0,15990.0,11130.0,2130055.0,1040.0,2438.0
Lavaca County,9530.0,4130.0,4270.0,3190.0,586160.0,160.0,756.0
Lawrence County,169850.0,72990.0,71700.0,47430.0,8237242.0,7090.0,30749.0
Le Flore County,17770.0,6520.0,8110.0,4420.0,752057.0,690.0,2787.0
Le Sueur County,14450.0,6860.0,6130.0,3950.0,901324.0,1020.0,6543.0
Lea County,27520.0,10450.0,10950.0,4820.0,1550594.0,680.0,3109.0
Leake County,8440.0,3390.0,2490.0,1740.0,344967.0,160.0,466.0
Leavenworth County,34230.0,14420.0,15590.0,9070.0,2186735.0,1030.0,3502.0
Lebanon County,70300.0,32960.0,28300.0,20610.0,3993623.0,3590.0,13577.0
Lee County,554030.0,247590.0,210220.0,172380.0,38750413.0,9290.0,33439.0
Leelanau County,12110.0,5580.0,5680.0,5380.0,998322.0,450.0,1826.0
Leflore County,11530.0,4550.0,2090.0,2380.0,468654.0,340.0,813.0
Lehigh County,185730.0,92400.0,63410.0,47690.0,12016605.0,9670.0,46892.0
Lemhi County,3680.0,1620.0,1750.0,1560.0,162706.0,200.0,753.0
Lenawee County,45780.0,20950.0,19190.0,14140.0,2404448.0,2350.0,7094.0
Lenoir County,23770.0,10030.0,7140.0,6430.0,1011288.0,320.0,704.0
Leon County,134820.0,69150.0,42260.0,33450.0,8422365.0,1250.0,4197.0
Leslie County,3360.0,1080.0,1620.0,680.0,130124.0,150.0,513.0
Letcher County,7120.0,2400.0,3270.0,1570.0,289496.0,230.0,914.0
Levy County,17630.0,7490.0,6690.0,5510.0,731139.0,210.0,813.0
Lewis County,70480.0,30080.0,30540.0,20500.0,3538112.0,3940.0,17913.0
Lewis and Clark Coun,34380.0,16710.0,13900.0,10430.0,2156211.0,1510.0,6244.0
Lexington County,131710.0,57110.0,51700.0,32460.0,8179388.0,2100.0,7585.0
Lexington city,2320.0,1180.0,900.0,900.0,166281.0,40.0,84.0
Liberty County,63800.0,24830.0,25630.0,11740.0,3130839.0,2530.0,10873.0
Licking County,83870.0,36580.0,32090.0,21760.0,5034628.0,1910.0,8454.0
Limestone County,49930.0,19190.0,22160.0,11970.0,3013700.0,1060.0,4037.0
Lincoln County,272480.0,115940.0,120700.0,79420.0,15950377.0,8370.0,31399.0
Lincoln Parish,17520.0,7680.0,5930.0,4230.0,1049518.0,320.0,943.0
Linn County,174420.0,81960.0,70290.0,45700.0,10975687.0,9090.0,38032.0
Lipscomb County,1390.0,520.0,690.0,440.0,84828.0,30.0,105.0
Litchfield County,94510.0,47370.0,36800.0,29260.0,7407124.0,4880.0,28766.0
Little River County,5000.0,1960.0,1970.0,1390.0,218614.0,180.0,662.0
Live Oak County,4780.0,2030.0,2050.0,1420.0,275055.0,150.0,723.0
Livingston County,153240.0,71450.0,67100.0,44950.0,11029827.0,5690.0,21868.0
Livingston Parish,56930.0,22490.0,23700.0,11430.0,3279213.0,1290.0,3959.0
Llano County,9220.0,3930.0,4290.0,4180.0,721513.0,130.0,763.0
Logan County,97000.0,40430.0,41700.0,26350.0,5149332.0,2590.0,11005.0
Long County,5670.0,1970.0,2310.0,760.0,225615.0,140.0,373.0
Lonoke County,30060.0,11290.0,13880.0,6410.0,1672063.0,990.0,2983.0
Lorain County,151330.0,69870.0,52400.0,42610.0,9027755.0,5990.0,27249.0
Los Alamos County,9460.0,4130.0,4550.0,2890.0,1026237.0,110.0,506.0
Los Angeles County,4699360.0,2485270.0,1397410.0,911140.0,370175569.0,227720.0,1107592.0
Loudon County,25020.0,9640.0,12510.0,9250.0,1732827.0,300.0,1254.0
Loudoun County,187810.0,77120.0,90590.0,32340.0,23201205.0,3020.0,13045.0
Louisa County,21840.0,9420.0,9350.0,6100.0,1292160.0,620.0,2554.0
Louisiana,1969560.0,858490.0,644780.0,453020.0,116034610.0,44770.0,147168.0
Loup County,290.0,110.0,170.0,110.0,9731.0,0.0,0.0
Love County,4320.0,1790.0,1750.0,1120.0,193477.0,100.0,498.0
Loving County,50.0,20.0,0.0,0.0,3867.0,0.0,0.0
Lowndes County,75620.0,32040.0,24150.0,15590.0,3746204.0,1380.0,3548.0
Lubbock County,129720.0,62010.0,44730.0,27270.0,7788923.0,2060.0,8853.0
Lucas County,205990.0,100460.0,59870.0,52400.0,11436903.0,7890.0,37393.0
Luce County,2560.0,1200.0,1090.0,940.0,115386.0,150.0,562.0
Lumpkin County,12640.0,5460.0,5570.0,3480.0,698611.0,200.0,454.0
Luna County,10350.0,4280.0,3530.0,2820.0,339279.0,1020.0,4881.0
Lunenburg County,4760.0,2030.0,1730.0,1490.0,208457.0,110.0,333.0
